"date_key","full_date","date_name","date_name_us","date_name_eu","day_of_week","day_name_of_week","day_of_month","day_of_year","weekday_weekend","week_of_year","month_name","month_of_year","is_last_day_of_month","calendar_quarter","calendar_year","calendar_year_month","calendar_year_qtr","fiscal_month_of_year","fiscal_quarter","fiscal_year","fiscal_year_month","fiscal_year_qtr"
"20060207","2006-02-07","2006/02/07","02/07/2006","07/02/2006","3","Tuesday","7","38","Weekday","6","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060208","2006-02-08","2006/02/08","02/08/2006","08/02/2006","4","Wednesday","8","39","Weekday","6","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060209","2006-02-09","2006/02/09","02/09/2006","09/02/2006","5","Thursday","9","40","Weekday","6","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060210","2006-02-10","2006/02/10","02/10/2006","10/02/2006","6","Friday","10","41","Weekday","6","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060211","2006-02-11","2006/02/11","02/11/2006","11/02/2006","7","Saturday","11","42","Weekend","6","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060212","2006-02-12","2006/02/12","02/12/2006","12/02/2006","1","Sunday","12","43","Weekend","6","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060213","2006-02-13","2006/02/13","02/13/2006","13/02/2006","2","Monday","13","44","Weekday","7","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060214","2006-02-14","2006/02/14","02/14/2006","14/02/2006","3","Tuesday","14","45","Weekday","7","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060215","2006-02-15","2006/02/15","02/15/2006","15/02/2006","4","Wednesday","15","46","Weekday","7","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060216","2006-02-16","2006/02/16","02/16/2006","16/02/2006","5","Thursday","16","47","Weekday","7","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060217","2006-02-17","2006/02/17","02/17/2006","17/02/2006","6","Friday","17","48","Weekday","7","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060218","2006-02-18","2006/02/18","02/18/2006","18/02/2006","7","Saturday","18","49","Weekend","7","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060219","2006-02-19","2006/02/19","02/19/2006","19/02/2006","1","Sunday","19","50","Weekend","7","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060220","2006-02-20","2006/02/20","02/20/2006","20/02/2006","2","Monday","20","51","Weekday","8","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060221","2006-02-21","2006/02/21","02/21/2006","21/02/2006","3","Tuesday","21","52","Weekday","8","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060222","2006-02-22","2006/02/22","02/22/2006","22/02/2006","4","Wednesday","22","53","Weekday","8","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060223","2006-02-23","2006/02/23","02/23/2006","23/02/2006","5","Thursday","23","54","Weekday","8","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060224","2006-02-24","2006/02/24","02/24/2006","24/02/2006","6","Friday","24","55","Weekday","8","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060225","2006-02-25","2006/02/25","02/25/2006","25/02/2006","7","Saturday","25","56","Weekend","8","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060226","2006-02-26","2006/02/26","02/26/2006","26/02/2006","1","Sunday","26","57","Weekend","8","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060227","2006-02-27","2006/02/27","02/27/2006","27/02/2006","2","Monday","27","58","Weekday","9","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060228","2006-02-28","2006/02/28","02/28/2006","28/02/2006","3","Tuesday","28","59","Weekday","9","February","2","Y","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060301","2006-03-01","2006/03/01","03/01/2006","01/03/2006","4","Wednesday","1","60","Weekday","9","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060302","2006-03-02","2006/03/02","03/02/2006","02/03/2006","5","Thursday","2","61","Weekday","9","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060303","2006-03-03","2006/03/03","03/03/2006","03/03/2006","6","Friday","3","62","Weekday","9","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060304","2006-03-04","2006/03/04","03/04/2006","04/03/2006","7","Saturday","4","63","Weekend","9","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060305","2006-03-05","2006/03/05","03/05/2006","05/03/2006","1","Sunday","5","64","Weekend","9","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060306","2006-03-06","2006/03/06","03/06/2006","06/03/2006","2","Monday","6","65","Weekday","10","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060307","2006-03-07","2006/03/07","03/07/2006","07/03/2006","3","Tuesday","7","66","Weekday","10","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060308","2006-03-08","2006/03/08","03/08/2006","08/03/2006","4","Wednesday","8","67","Weekday","10","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060309","2006-03-09","2006/03/09","03/09/2006","09/03/2006","5","Thursday","9","68","Weekday","10","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060310","2006-03-10","2006/03/10","03/10/2006","10/03/2006","6","Friday","10","69","Weekday","10","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060311","2006-03-11","2006/03/11","03/11/2006","11/03/2006","7","Saturday","11","70","Weekend","10","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060312","2006-03-12","2006/03/12","03/12/2006","12/03/2006","1","Sunday","12","71","Weekend","10","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060313","2006-03-13","2006/03/13","03/13/2006","13/03/2006","2","Monday","13","72","Weekday","11","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060314","2006-03-14","2006/03/14","03/14/2006","14/03/2006","3","Tuesday","14","73","Weekday","11","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060315","2006-03-15","2006/03/15","03/15/2006","15/03/2006","4","Wednesday","15","74","Weekday","11","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060316","2006-03-16","2006/03/16","03/16/2006","16/03/2006","5","Thursday","16","75","Weekday","11","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060317","2006-03-17","2006/03/17","03/17/2006","17/03/2006","6","Friday","17","76","Weekday","11","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060318","2006-03-18","2006/03/18","03/18/2006","18/03/2006","7","Saturday","18","77","Weekend","11","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060319","2006-03-19","2006/03/19","03/19/2006","19/03/2006","1","Sunday","19","78","Weekend","11","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060320","2006-03-20","2006/03/20","03/20/2006","20/03/2006","2","Monday","20","79","Weekday","12","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060321","2006-03-21","2006/03/21","03/21/2006","21/03/2006","3","Tuesday","21","80","Weekday","12","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060322","2006-03-22","2006/03/22","03/22/2006","22/03/2006","4","Wednesday","22","81","Weekday","12","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060323","2006-03-23","2006/03/23","03/23/2006","23/03/2006","5","Thursday","23","82","Weekday","12","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060324","2006-03-24","2006/03/24","03/24/2006","24/03/2006","6","Friday","24","83","Weekday","12","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060325","2006-03-25","2006/03/25","03/25/2006","25/03/2006","7","Saturday","25","84","Weekend","12","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060326","2006-03-26","2006/03/26","03/26/2006","26/03/2006","1","Sunday","26","85","Weekend","12","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060327","2006-03-27","2006/03/27","03/27/2006","27/03/2006","2","Monday","27","86","Weekday","13","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060328","2006-03-28","2006/03/28","03/28/2006","28/03/2006","3","Tuesday","28","87","Weekday","13","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060329","2006-03-29","2006/03/29","03/29/2006","29/03/2006","4","Wednesday","29","88","Weekday","13","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060330","2006-03-30","2006/03/30","03/30/2006","30/03/2006","5","Thursday","30","89","Weekday","13","March","3","N","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060331","2006-03-31","2006/03/31","03/31/2006","31/03/2006","6","Friday","31","90","Weekday","13","March","3","Y","1","2006","2006-03","2006Q1","3","1","2006","2006-03","2006Q1"
"20060401","2006-04-01","2006/04/01","04/01/2006","01/04/2006","7","Saturday","1","91","Weekend","13","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060402","2006-04-02","2006/04/02","04/02/2006","02/04/2006","1","Sunday","2","92","Weekend","13","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060403","2006-04-03","2006/04/03","04/03/2006","03/04/2006","2","Monday","3","93","Weekday","14","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060404","2006-04-04","2006/04/04","04/04/2006","04/04/2006","3","Tuesday","4","94","Weekday","14","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060405","2006-04-05","2006/04/05","04/05/2006","05/04/2006","4","Wednesday","5","95","Weekday","14","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060406","2006-04-06","2006/04/06","04/06/2006","06/04/2006","5","Thursday","6","96","Weekday","14","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060407","2006-04-07","2006/04/07","04/07/2006","07/04/2006","6","Friday","7","97","Weekday","14","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060408","2006-04-08","2006/04/08","04/08/2006","08/04/2006","7","Saturday","8","98","Weekend","14","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060409","2006-04-09","2006/04/09","04/09/2006","09/04/2006","1","Sunday","9","99","Weekend","14","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060410","2006-04-10","2006/04/10","04/10/2006","10/04/2006","2","Monday","10","100","Weekday","15","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060411","2006-04-11","2006/04/11","04/11/2006","11/04/2006","3","Tuesday","11","101","Weekday","15","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060412","2006-04-12","2006/04/12","04/12/2006","12/04/2006","4","Wednesday","12","102","Weekday","15","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060413","2006-04-13","2006/04/13","04/13/2006","13/04/2006","5","Thursday","13","103","Weekday","15","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060414","2006-04-14","2006/04/14","04/14/2006","14/04/2006","6","Friday","14","104","Weekday","15","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060415","2006-04-15","2006/04/15","04/15/2006","15/04/2006","7","Saturday","15","105","Weekend","15","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060416","2006-04-16","2006/04/16","04/16/2006","16/04/2006","1","Sunday","16","106","Weekend","15","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060417","2006-04-17","2006/04/17","04/17/2006","17/04/2006","2","Monday","17","107","Weekday","16","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060418","2006-04-18","2006/04/18","04/18/2006","18/04/2006","3","Tuesday","18","108","Weekday","16","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060419","2006-04-19","2006/04/19","04/19/2006","19/04/2006","4","Wednesday","19","109","Weekday","16","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060420","2006-04-20","2006/04/20","04/20/2006","20/04/2006","5","Thursday","20","110","Weekday","16","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060421","2006-04-21","2006/04/21","04/21/2006","21/04/2006","6","Friday","21","111","Weekday","16","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060422","2006-04-22","2006/04/22","04/22/2006","22/04/2006","7","Saturday","22","112","Weekend","16","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060423","2006-04-23","2006/04/23","04/23/2006","23/04/2006","1","Sunday","23","113","Weekend","16","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060424","2006-04-24","2006/04/24","04/24/2006","24/04/2006","2","Monday","24","114","Weekday","17","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060425","2006-04-25","2006/04/25","04/25/2006","25/04/2006","3","Tuesday","25","115","Weekday","17","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060426","2006-04-26","2006/04/26","04/26/2006","26/04/2006","4","Wednesday","26","116","Weekday","17","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060427","2006-04-27","2006/04/27","04/27/2006","27/04/2006","5","Thursday","27","117","Weekday","17","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060428","2006-04-28","2006/04/28","04/28/2006","28/04/2006","6","Friday","28","118","Weekday","17","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060429","2006-04-29","2006/04/29","04/29/2006","29/04/2006","7","Saturday","29","119","Weekend","17","April","4","N","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060430","2006-04-30","2006/04/30","04/30/2006","30/04/2006","1","Sunday","30","120","Weekend","17","April","4","Y","2","2006","2006-04","2006Q2","4","2","2006","2006-04","2006Q2"
"20060501","2006-05-01","2006/05/01","05/01/2006","01/05/2006","2","Monday","1","121","Weekday","18","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060502","2006-05-02","2006/05/02","05/02/2006","02/05/2006","3","Tuesday","2","122","Weekday","18","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060503","2006-05-03","2006/05/03","05/03/2006","03/05/2006","4","Wednesday","3","123","Weekday","18","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060504","2006-05-04","2006/05/04","05/04/2006","04/05/2006","5","Thursday","4","124","Weekday","18","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060505","2006-05-05","2006/05/05","05/05/2006","05/05/2006","6","Friday","5","125","Weekday","18","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060506","2006-05-06","2006/05/06","05/06/2006","06/05/2006","7","Saturday","6","126","Weekend","18","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060507","2006-05-07","2006/05/07","05/07/2006","07/05/2006","1","Sunday","7","127","Weekend","18","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060508","2006-05-08","2006/05/08","05/08/2006","08/05/2006","2","Monday","8","128","Weekday","19","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060509","2006-05-09","2006/05/09","05/09/2006","09/05/2006","3","Tuesday","9","129","Weekday","19","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060510","2006-05-10","2006/05/10","05/10/2006","10/05/2006","4","Wednesday","10","130","Weekday","19","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
